filename,raw_filename,source_sheet,group,asset_type,raw_width,raw_height,unity_ready_width,unity_ready_height,suggested_unity_folder,suggested_ppu,notes
grass_dirt_stone_011.png,grass_dirt_stone_011_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,100,104,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_012.png,grass_dirt_stone_012_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,102,104,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_013.png,grass_dirt_stone_013_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,101,104,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_014.png,grass_dirt_stone_014_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,101,104,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_015.png,grass_dirt_stone_015_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,103,104,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_016.png,grass_dirt_stone_016_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,102,104,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_017.png,grass_dirt_stone_017_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,103,104,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_018.png,grass_dirt_stone_018_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,103,104,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_019.png,grass_dirt_stone_019_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,101,102,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_020.png,grass_dirt_stone_020_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,101,102,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_021.png,grass_dirt_stone_021_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,103,102,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_022.png,grass_dirt_stone_022_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,101,102,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_023.png,grass_dirt_stone_023_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,103,102,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_024.png,grass_dirt_stone_024_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,103,102,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_025.png,grass_dirt_stone_025_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,102,102,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_026.png,grass_dirt_stone_026_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,104,102,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_027.png,grass_dirt_stone_027_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,104,102,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_028.png,grass_dirt_stone_028_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,101,104,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_029.png,grass_dirt_stone_029_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,91,104,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_030.png,grass_dirt_stone_030_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,103,103,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_031.png,grass_dirt_stone_031_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,102,104,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_032.png,grass_dirt_stone_032_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,102,103,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_033.png,grass_dirt_stone_033_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,103,103,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_034.png,grass_dirt_stone_034_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,102,104,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_035.png,grass_dirt_stone_035_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,103,104,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_036.png,grass_dirt_stone_036_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,104,104,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_037.png,grass_dirt_stone_037_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,101,103,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_038.png,grass_dirt_stone_038_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,102,104,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_039.png,grass_dirt_stone_039_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,103,103,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_040.png,grass_dirt_stone_040_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,102,103,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_041.png,grass_dirt_stone_041_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,101,104,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_042.png,grass_dirt_stone_042_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,103,104,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_043.png,grass_dirt_stone_043_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,102,104,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_044.png,grass_dirt_stone_044_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,102,103,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_045.png,grass_dirt_stone_045_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,104,103,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_046.png,grass_dirt_stone_046_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,101,105,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_047.png,grass_dirt_stone_047_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,102,105,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_048.png,grass_dirt_stone_048_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,102,105,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_049.png,grass_dirt_stone_049_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,101,105,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_050.png,grass_dirt_stone_050_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,102,105,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_051.png,grass_dirt_stone_051_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,103,105,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_052.png,grass_dirt_stone_052_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,102,105,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_053.png,grass_dirt_stone_053_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,103,105,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_054.png,grass_dirt_stone_054_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,104,105,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_055.png,grass_dirt_stone_055_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,100,104,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_056.png,grass_dirt_stone_056_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,100,104,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_057.png,grass_dirt_stone_057_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,101,104,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_058.png,grass_dirt_stone_058_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,101,104,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_059.png,grass_dirt_stone_059_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,101,104,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_060.png,grass_dirt_stone_060_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,103,104,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_061.png,grass_dirt_stone_061_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,102,105,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_062.png,grass_dirt_stone_062_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,102,104,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_063.png,grass_dirt_stone_063_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,104,104,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_064.png,grass_dirt_stone_064_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,67,68,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_065.png,grass_dirt_stone_065_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,72,67,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_066.png,grass_dirt_stone_066_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,65,57,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_067.png,grass_dirt_stone_067_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,71,61,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_068.png,grass_dirt_stone_068_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,73,53,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_069.png,grass_dirt_stone_069_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,56,46,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_070.png,grass_dirt_stone_070_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,46,46,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_071.png,grass_dirt_stone_071_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,39,42,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_072.png,grass_dirt_stone_072_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,35,32,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_073.png,grass_dirt_stone_073_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,21,21,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_074.png,grass_dirt_stone_074_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,18,17,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_075.png,grass_dirt_stone_075_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,115,118,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_076.png,grass_dirt_stone_076_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,117,118,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_077.png,grass_dirt_stone_077_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,113,118,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_078.png,grass_dirt_stone_078_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,115,118,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_079.png,grass_dirt_stone_079_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,128,126,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_080.png,grass_dirt_stone_080_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,150,144,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
grass_dirt_stone_081.png,grass_dirt_stone_081_raw.png,pixel_art_grass_and_stone_tileset.png,tiles_grass_dirt_stone,tile,134,125,32,32,Assets/Art/Map/Tiles/Grass,32,"Grass, dirt edge, stone/plaza transitions, decorative ground details"
road_plaza_001.png,road_plaza_001_raw.png,pixel_art_road_and_plaza_tileset.png,tiles_road_plaza,tile,103,141,32,32,Assets/Art/Map/Tiles/Sidewalk,32,"Light road/path, plaza, paving, grass-to-paving transitions"
road_plaza_002.png,road_plaza_002_raw.png,pixel_art_road_and_plaza_tileset.png,tiles_road_plaza,tile,105,417,32,128,Assets/Art/Map/Tiles/Sidewalk,32,"Light road/path, plaza, paving, grass-to-paving transitions"
road_plaza_003.png,road_plaza_003_raw.png,pixel_art_road_and_plaza_tileset.png,tiles_road_plaza,tile,104,417,32,128,Assets/Art/Map/Tiles/Sidewalk,32,"Light road/path, plaza, paving, grass-to-paving transitions"
road_plaza_004.png,road_plaza_004_raw.png,pixel_art_road_and_plaza_tileset.png,tiles_road_plaza,tile,104,417,32,128,Assets/Art/Map/Tiles/Sidewalk,32,"Light road/path, plaza, paving, grass-to-paving transitions"
road_plaza_005.png,road_plaza_005_raw.png,pixel_art_road_and_plaza_tileset.png,tiles_road_plaza,tile,117,119,32,32,Assets/Art/Map/Tiles/Sidewalk,32,"Light road/path, plaza, paving, grass-to-paving transitions"
road_plaza_006.png,road_plaza_006_raw.png,pixel_art_road_and_plaza_tileset.png,tiles_road_plaza,tile,134,120,32,32,Assets/Art/Map/Tiles/Sidewalk,32,"Light road/path, plaza, paving, grass-to-paving transitions"
road_plaza_007.png,road_plaza_007_raw.png,pixel_art_road_and_plaza_tileset.png,tiles_road_plaza,tile,103,167,32,64,Assets/Art/Map/Tiles/Sidewalk,32,"Light road/path, plaza, paving, grass-to-paving transitions"
road_plaza_008.png,road_plaza_008_raw.png,pixel_art_road_and_plaza_tileset.png,tiles_road_plaza,tile,103,167,32,64,Assets/Art/Map/Tiles/Sidewalk,32,"Light road/path, plaza, paving, grass-to-paving transitions"
road_plaza_009.png,road_plaza_009_raw.png,pixel_art_road_and_plaza_tileset.png,tiles_road_plaza,tile,101,167,32,64,Assets/Art/Map/Tiles/Sidewalk,32,"Light road/path, plaza, paving, grass-to-paving transitions"
road_plaza_010.png,road_plaza_010_raw.png,pixel_art_road_and_plaza_tileset.png,tiles_road_plaza,tile,110,130,32,32,Assets/Art/Map/Tiles/Sidewalk,32,"Light road/path, plaza, paving, grass-to-paving transitions"
road_plaza_011.png,road_plaza_011_raw.png,pixel_art_road_and_plaza_tileset.png,tiles_road_plaza,tile,121,117,32,32,Assets/Art/Map/Tiles/Sidewalk,32,"Light road/path, plaza, paving, grass-to-paving transitions"
road_plaza_012.png,road_plaza_012_raw.png,pixel_art_road_and_plaza_tileset.png,tiles_road_plaza,tile,133,118,32,32,Assets/Art/Map/Tiles/Sidewalk,32,"Light road/path, plaza, paving, grass-to-paving transitions"
road_plaza_013.png,road_plaza_013_raw.png,pixel_art_road_and_plaza_tileset.png,tiles_road_plaza,tile,104,166,32,64,Assets/Art/Map/Tiles/Sidewalk,32,"Light road/path, plaza, paving, grass-to-paving transitions"
road_plaza_014.png,road_plaza_014_raw.png,pixel_art_road_and_plaza_tileset.png,tiles_road_plaza,tile,101,165,32,64,Assets/Art/Map/Tiles/Sidewalk,32,"Light road/path, plaza, paving, grass-to-paving transitions"
road_plaza_015.png,road_plaza_015_raw.png,pixel_art_road_and_plaza_tileset.png,tiles_road_plaza,tile,100,165,32,64,Assets/Art/Map/Tiles/Sidewalk,32,"Light road/path, plaza, paving, grass-to-paving transitions"
road_plaza_016.png,road_plaza_016_raw.png,pixel_art_road_and_plaza_tileset.png,tiles_road_plaza,tile,109,122,32,32,Assets/Art/Map/Tiles/Sidewalk,32,"Light road/path, plaza, paving, grass-to-paving transitions"
road_plaza_017.png,road_plaza_017_raw.png,pixel_art_road_and_plaza_tileset.png,tiles_road_plaza,tile,122,121,32,32,Assets/Art/Map/Tiles/Sidewalk,32,"Light road/path, plaza, paving, grass-to-paving transitions"
road_plaza_018.png,road_plaza_018_raw.png,pixel_art_road_and_plaza_tileset.png,tiles_road_plaza,tile,133,122,32,32,Assets/Art/Map/Tiles/Sidewalk,32,"Light road/path, plaza, paving, grass-to-paving transitions"
road_plaza_019.png,road_plaza_019_raw.png,pixel_art_road_and_plaza_tileset.png,tiles_road_plaza,tile,110,112,32,32,Assets/Art/Map/Tiles/Sidewalk,32,"Light road/path, plaza, paving, grass-to-paving transitions"
road_plaza_020.png,road_plaza_020_raw.png,pixel_art_road_and_plaza_tileset.png,tiles_road_plaza,tile,109,112,32,32,Assets/Art/Map/Tiles/Sidewalk,32,"Light road/path, plaza, paving, grass-to-paving transitions"
road_plaza_021.png,road_plaza_021_raw.png,pixel_art_road_and_plaza_tileset.png,tiles_road_plaza,tile,110,112,32,32,Assets/Art/Map/Tiles/Sidewalk,32,"Light road/path, plaza, paving, grass-to-paving transitions"
road_plaza_022.png,road_plaza_022_raw.png,pixel_art_road_and_plaza_tileset.png,tiles_road_plaza,tile,106,102,32,32,Assets/Art/Map/Tiles/Sidewalk,32,"Light road/path, plaza, paving, grass-to-paving transitions"
road_plaza_023.png,road_plaza_023_raw.png,pixel_art_road_and_plaza_tileset.png,tiles_road_plaza,tile,113,103,32,32,Assets/Art/Map/Tiles/Sidewalk,32,"Light road/path, plaza, paving, grass-to-paving transitions"
road_plaza_024.png,road_plaza_024_raw.png,pixel_art_road_and_plaza_tileset.png,tiles_road_plaza,tile,104,102,32,32,Assets/Art/Map/Tiles/Sidewalk,32,"Light road/path, plaza, paving, grass-to-paving transitions"
road_plaza_025.png,road_plaza_025_raw.png,pixel_art_road_and_plaza_tileset.png,tiles_road_plaza,tile,99,103,32,32,Assets/Art/Map/Tiles/Sidewalk,32,"Light road/path, plaza, paving, grass-to-paving transitions"
road_plaza_026.png,road_plaza_026_raw.png,pixel_art_road_and_plaza_tileset.png,tiles_road_plaza,tile,102,102,32,32,Assets/Art/Map/Tiles/Sidewalk,32,"Light road/path, plaza, paving, grass-to-paving transitions"
road_plaza_027.png,road_plaza_027_raw.png,pixel_art_road_and_plaza_tileset.png,tiles_road_plaza,tile,107,104,32,32,Assets/Art/Map/Tiles/Sidewalk,32,"Light road/path, plaza, paving, grass-to-paving transitions"
road_plaza_028.png,road_plaza_028_raw.png,pixel_art_road_and_plaza_tileset.png,tiles_road_plaza,tile,110,111,32,32,Assets/Art/Map/Tiles/Sidewalk,32,"Light road/path, plaza, paving, grass-to-paving transitions"
road_plaza_029.png,road_plaza_029_raw.png,pixel_art_road_and_plaza_tileset.png,tiles_road_plaza,tile,109,111,32,32,Assets/Art/Map/Tiles/Sidewalk,32,"Light road/path, plaza, paving, grass-to-paving transitions"
road_plaza_030.png,road_plaza_030_raw.png,pixel_art_road_and_plaza_tileset.png,tiles_road_plaza,tile,110,111,32,32,Assets/Art/Map/Tiles/Sidewalk,32,"Light road/path, plaza, paving, grass-to-paving transitions"
road_plaza_031.png,road_plaza_031_raw.png,pixel_art_road_and_plaza_tileset.png,tiles_road_plaza,tile,114,123,32,32,Assets/Art/Map/Tiles/Sidewalk,32,"Light road/path, plaza, paving, grass-to-paving transitions"
road_plaza_032.png,road_plaza_032_raw.png,pixel_art_road_and_plaza_tileset.png,tiles_road_plaza,tile,108,106,32,32,Assets/Art/Map/Tiles/Sidewalk,32,"Light road/path, plaza, paving, grass-to-paving transitions"
